from_file,,Year,Reporter,Reporter_ISO,Partner,Partner_ISO,Commodity_Code,Trade_Value_USD
2,25865,2018,Israel,ISR,Netherlands,NLD,6903,2000
2,25866,2018,Israel,ISR,Netherlands,NLD,6111,25000
2,25867,2018,Israel,ISR,Netherlands,NLD,8426,377000
2,25868,2018,Israel,ISR,Netherlands,NLD,5512,16000
2,25869,2018,Israel,ISR,Netherlands,NLD,7020,79000
2,25870,2018,Israel,ISR,Netherlands,NLD,6307,678000
2,25871,2018,Israel,ISR,Netherlands,NLD,2836,39000
2,25872,2018,Israel,ISR,Netherlands,NLD,7407,910000
2,25873,2018,Israel,ISR,Netherlands,NLD,3824,3646000
2,25874,2018,Israel,ISR,Netherlands,NLD,6116,4000
2,25875,2018,Israel,ISR,Netherlands,NLD,3304,454000
2,25876,2018,Israel,ISR,Netherlands,NLD,3306,118000
2,25877,2018,Israel,ISR,Netherlands,NLD,8477,1538000
2,25878,2018,Israel,ISR,Netherlands,NLD,1104,14000
2,25879,2018,Israel,ISR,Norway,NOR,1504,687000
2,25880,2018,Israel,ISR,Norway,NOR,9603,11000
2,25881,2018,Israel,ISR,Norway,NOR,7304,1000
2,25882,2018,Israel,ISR,Norway,NOR,3105,6000
2,25883,2018,Israel,ISR,Norway,NOR,4009,75000
2,25884,2018,Israel,ISR,Norway,NOR,3813,1000
2,25885,2018,Israel,ISR,Norway,NOR,8714,1000
2,25886,2018,Israel,ISR,Norway,NOR,6307,13000
2,25887,2018,Israel,ISR,Norway,NOR,8421,25000
2,25888,2018,Israel,ISR,Norway,NOR,3209,4000
2,25889,2018,Israel,ISR,Norway,NOR,8302,9000
2,25890,2018,Israel,ISR,Norway,NOR,9018,460000
2,25891,2018,Israel,ISR,New Zealand,NZL,3502,19000
2,25892,2018,Israel,ISR,New Zealand,NZL,3920,5000
2,25893,2018,Israel,ISR,New Zealand,NZL,8507,8000
2,25894,2018,Israel,ISR,New Zealand,NZL,3924,465000
2,25895,2018,Israel,ISR,New Zealand,NZL,8517,96000
2,25896,2018,Israel,ISR,New Zealand,NZL,811,1000
2,25897,2018,Israel,ISR,New Zealand,NZL,8513,1000
2,25898,2018,Israel,ISR,New Zealand,NZL,8425,21000
2,25899,2018,Israel,ISR,New Zealand,NZL,6114,5000
2,25900,2018,Israel,ISR,New Zealand,NZL,8477,132000
2,25901,2018,Israel,ISR,Pakistan,PAK,6505,2000
2,25902,2018,Israel,ISR,Pakistan,PAK,5810,1000
2,25903,2018,Israel,ISR,Pakistan,PAK,6110,2550000
2,25904,2018,Israel,ISR,Pakistan,PAK,6109,1264000
2,25905,2018,Israel,ISR,Pakistan,PAK,6107,147000
2,25906,2018,Israel,ISR,Pakistan,PAK,6113,4000
2,25907,2018,Israel,ISR,Philippines,PHL,8308,3000
2,25908,2018,Israel,ISR,Philippines,PHL,3402,16000
2,25909,2018,Israel,ISR,Philippines,PHL,9601,12000
2,25910,2018,Israel,ISR,Philippines,PHL,6203,207000
2,25911,2018,Israel,ISR,Philippines,PHL,8523,326000
2,25912,2018,Israel,ISR,Philippines,PHL,6202,1000
2,25913,2018,Israel,ISR,Philippines,PHL,2202,139000
2,25914,2018,Israel,ISR,Philippines,PHL,4911,6000
2,25915,2018,Israel,ISR,Philippines,PHL,8483,10000
2,25916,2018,Israel,ISR,Philippines,PHL,9999,384000
2,25917,2018,Israel,ISR,Philippines,PHL,1513,546000
2,25918,2018,Israel,ISR,Philippines,PHL,3802,338000
2,25919,2018,Israel,ISR,Philippines,PHL,6306,4000
2,25920,2018,Israel,ISR,Philippines,PHL,8502,3000
2,25921,2018,Israel,ISR,Philippines,PHL,8531,476000
2,25922,2018,Israel,ISR,Philippines,PHL,3906,283000
2,25923,2018,Israel,ISR,Philippines,PHL,8203,4000
2,25924,2018,Israel,ISR,Philippines,PHL,2916,1000
2,25925,2018,Israel,ISR,Philippines,PHL,8470,23000
2,25926,2018,Israel,ISR,Philippines,PHL,9011,15000
2,25927,2018,Israel,ISR,Philippines,PHL,3207,6000
2,25928,2018,Israel,ISR,Philippines,PHL,5601,33000
2,25929,2018,Israel,ISR,Philippines,PHL,9006,72000
2,25930,2018,Israel,ISR,Philippines,PHL,804,2000
2,25931,2018,Israel,ISR,Philippines,PHL,8514,1000
2,25932,2018,Israel,ISR,Philippines,PHL,8209,1000
2,25933,2018,Israel,ISR,Philippines,PHL,4823,17000
2,25934,2018,Israel,ISR,Philippines,PHL,4813,24000
2,25935,2018,Israel,ISR,Philippines,PHL,8543,91000
2,25936,2018,Israel,ISR,Philippines,PHL,8302,31000
2,25937,2018,Israel,ISR,Poland,POL,6802,28000
2,25938,2018,Israel,ISR,Poland,POL,5806,10000
2,25939,2018,Israel,ISR,Poland,POL,9603,521000
2,25940,2018,Israel,ISR,Poland,POL,8702,7078000
2,25941,2018,Israel,ISR,Poland,POL,4302,1000
2,25942,2018,Israel,ISR,Poland,POL,4908,2000
2,25943,2018,Israel,ISR,Poland,POL,3918,340000
2,25944,2018,Israel,ISR,Poland,POL,8487,38000
2,25945,2018,Israel,ISR,Poland,POL,2309,700000
2,25946,2018,Israel,ISR,Poland,POL,8456,75000
2,25947,2018,Israel,ISR,Poland,POL,7304,8000
2,25948,2018,Israel,ISR,Poland,POL,3004,4259000
2,25949,2018,Israel,ISR,Poland,POL,6205,23000
2,25950,2018,Israel,ISR,Poland,POL,402,796000
2,25951,2018,Israel,ISR,Poland,POL,4418,2278000
2,25952,2018,Israel,ISR,Poland,POL,2703,128000
2,25953,2018,Israel,ISR,Poland,POL,9003,44000
2,25954,2018,Israel,ISR,Poland,POL,2711,99000
2,25955,2018,Israel,ISR,Poland,POL,511,54000
2,25956,2018,Israel,ISR,Poland,POL,8450,20087000
2,25957,2018,Israel,ISR,Poland,POL,3822,674000
2,25958,2018,Israel,ISR,Poland,POL,2501,23000
2,25959,2018,Israel,ISR,Poland,POL,6111,3000
2,25960,2018,Israel,ISR,Poland,POL,8528,366000
2,25961,2018,Israel,ISR,Poland,POL,9031,408000
2,25962,2018,Israel,ISR,Poland,POL,8713,273000
2,25963,2018,Israel,ISR,Poland,POL,4601,5000
2,25964,2018,Israel,ISR,Poland,POL,7315,37000
2,25965,2018,Israel,ISR,Poland,POL,2403,22644000
2,25966,2018,Israel,ISR,Poland,POL,8422,6303000
2,25967,2018,Israel,ISR,Poland,POL,2836,2000
2,25968,2018,Israel,ISR,Poland,POL,3214,175000
2,25969,2018,Israel,ISR,Poland,POL,3907,4000
2,25970,2018,Israel,ISR,Poland,POL,6404,15000
2,25971,2018,Israel,ISR,Poland,POL,8543,337000
2,25972,2018,Israel,ISR,Poland,POL,4820,15000
2,25973,2018,Israel,ISR,Poland,POL,3917,515000
2,25974,2018,Israel,ISR,Poland,POL,3306,24612000
2,25975,2018,Israel,ISR,Poland,POL,8547,92000
2,25976,2018,Israel,ISR,Portugal,PRT,3402,73000
2,25977,2018,Israel,ISR,Portugal,PRT,4411,6184000
2,25978,2018,Israel,ISR,Portugal,PRT,6815,22000
2,25979,2018,Israel,ISR,Portugal,PRT,6207,44000
2,25980,2018,Israel,ISR,Portugal,PRT,4409,12000
2,25981,2018,Israel,ISR,Portugal,PRT,9002,2000
2,25982,2018,Israel,ISR,Portugal,PRT,6902,1000
2,25983,2018,Israel,ISR,Portugal,PRT,2711,250000
2,25984,2018,Israel,ISR,Portugal,PRT,9607,90000
2,25985,2018,Israel,ISR,Portugal,PRT,6106,247000
2,25986,2018,Israel,ISR,Portugal,PRT,8487,2000
2,25987,2018,Israel,ISR,Portugal,PRT,8504,517000
2,25988,2018,Israel,ISR,Portugal,PRT,8715,83000
2,25989,2018,Israel,ISR,Portugal,PRT,5402,79000
2,25990,2018,Israel,ISR,Portugal,PRT,6006,11000
2,25991,2018,Israel,ISR,Portugal,PRT,709,306000
2,25992,2018,Israel,ISR,Portugal,PRT,8466,134000
2,25993,2018,Israel,ISR,Portugal,PRT,7615,58000
2,25994,2018,Israel,ISR,Portugal,PRT,8471,45000
2,25995,2018,Israel,ISR,Portugal,PRT,4808,2000
2,25996,2018,Israel,ISR,Portugal,PRT,6406,1379000
2,25997,2018,Israel,ISR,Portugal,PRT,8211,490000
2,25998,2018,Israel,ISR,Portugal,PRT,5702,573000
2,25999,2018,Israel,ISR,Portugal,PRT,9018,939000
2,26000,2018,Israel,ISR,Portugal,PRT,8515,14000
2,26001,2018,Israel,ISR,Romania,ROU,8433,5000
2,26002,2018,Israel,ISR,Romania,ROU,9026,86000
2,26003,2018,Israel,ISR,Romania,ROU,9602,8000
2,26004,2018,Israel,ISR,Romania,ROU,8409,50000
2,26005,2018,Israel,ISR,Romania,ROU,1517,38000
2,26006,2018,Israel,ISR,Romania,ROU,8532,9000
2,26007,2018,Israel,ISR,Romania,ROU,4010,200000
2,26008,2018,Israel,ISR,Romania,ROU,6210,2000
2,26009,2018,Israel,ISR,Romania,ROU,7306,372000
2,26010,2018,Israel,ISR,Romania,ROU,7225,15000
2,26011,2018,Israel,ISR,Romania,ROU,4420,8000
2,26012,2018,Israel,ISR,Romania,ROU,7616,130000
2,26013,2018,Israel,ISR,Romania,ROU,1514,1213000
2,26014,2018,Israel,ISR,Romania,ROU,3707,19000
2,26015,2018,Israel,ISR,Romania,ROU,5206,29000
2,26016,2018,Israel,ISR,Romania,ROU,8422,1959000
2,26017,2018,Israel,ISR,Romania,ROU,6112,1000
2,26018,2018,Israel,ISR,Romania,ROU,6103,17000
2,26019,2018,Israel,ISR,Romania,ROU,4015,1000
2,26020,2018,Israel,ISR,Romania,ROU,8501,1652000
2,26021,2018,Israel,ISR,Romania,ROU,6114,245000
2,26022,2018,Israel,ISR,Romania,ROU,7310,30000
2,26023,2018,Israel,ISR,Romania,ROU,7017,1000
2,26024,2018,Israel,ISR,Romania,ROU,1005,2267000
2,26025,2018,Israel,ISR,Romania,ROU,7326,468000
2,26026,2018,Israel,ISR,Romania,ROU,8428,1303000
2,26027,2018,Israel,ISR,Romania,ROU,5509,137000
2,26028,2018,Israel,ISR,Romania,ROU,7322,1000
2,26029,2018,Israel,ISR,Romania,ROU,3304,26000
2,26030,2018,Israel,ISR,Romania,ROU,7320,17000
2,26031,2018,Israel,ISR,Romania,ROU,8516,3630000
2,26032,2018,Israel,ISR,Romania,ROU,7407,171000
2,26033,2018,Israel,ISR,Romania,ROU,8427,1265000
2,26034,2018,Israel,ISR,Russian Federation,RUS,3921,28000
2,26035,2018,Israel,ISR,Russian Federation,RUS,7217,86000
2,26036,2018,Israel,ISR,Russian Federation,RUS,1512,5985000
2,26037,2018,Israel,ISR,Russian Federation,RUS,9601,4000
2,26038,2018,Israel,ISR,Russian Federation,RUS,4404,8000
2,26039,2018,Israel,ISR,Russian Federation,RUS,8480,58000
2,26040,2018,Israel,ISR,Russian Federation,RUS,8703,2000
2,26041,2018,Israel,ISR,Russian Federation,RUS,9507,1000
2,26042,2018,Israel,ISR,Russian Federation,RUS,4804,6410000
2,26043,2018,Israel,ISR,Russian Federation,RUS,9102,2000
2,26044,2018,Israel,ISR,Russian Federation,RUS,2501,19000
2,26045,2018,Israel,ISR,Russian Federation,RUS,8535,392000
2,26046,2018,Israel,ISR,Russian Federation,RUS,8202,2000
2,26047,2018,Israel,ISR,Russian Federation,RUS,3819,86000
2,26048,2018,Israel,ISR,Russian Federation,RUS,3820,94000
2,26049,2018,Israel,ISR,Russian Federation,RUS,3823,17325000
2,26050,2018,Israel,ISR,Russian Federation,RUS,3824,8117000
2,26051,2018,Israel,ISR,Russian Federation,RUS,3302,27000
2,26052,2018,Israel,ISR,Russian Federation,RUS,6211,14000
2,26053,2018,Israel,ISR,Russian Federation,RUS,8474,2000
2,26054,2018,Israel,ISR,Russian Federation,RUS,8419,796000
2,26055,2018,Israel,ISR,Russian Federation,RUS,1007,673000
2,26056,2018,Israel,ISR,Russian Federation,RUS,9207,4000
2,26057,2018,Israel,ISR,Russian Federation,RUS,2101,10671000
2,26058,2018,Israel,ISR,Russian Federation,RUS,8537,3000
2,26059,2018,Israel,ISR,Russian Federation,RUS,7008,2000
2,26060,2018,Israel,ISR,Russian Federation,RUS,4814,1000
2,26061,2018,Israel,ISR,Russian Federation,RUS,3916,13000
2,26062,2018,Israel,ISR,Russian Federation,RUS,901,503000
2,26063,2018,Israel,ISR,Singapore,SGP,9506,21000
2,26064,2018,Israel,ISR,Singapore,SGP,8409,3000
2,26065,2018,Israel,ISR,Singapore,SGP,2933,72000
2,26066,2018,Israel,ISR,Singapore,SGP,9025,93000
2,26067,2018,Israel,ISR,Singapore,SGP,8433,5000
2,26068,2018,Israel,ISR,Singapore,SGP,3922,1000
2,26069,2018,Israel,ISR,Singapore,SGP,5407,28000
2,26070,2018,Israel,ISR,Singapore,SGP,8505,11000
2,26071,2018,Israel,ISR,Singapore,SGP,3810,2000
2,26072,2018,Israel,ISR,Singapore,SGP,7303,1000
2,26073,2018,Israel,ISR,Singapore,SGP,4009,301000
2,26074,2018,Israel,ISR,Singapore,SGP,9033,24000
2,26075,2018,Israel,ISR,Singapore,SGP,7616,361000
2,26076,2018,Israel,ISR,Singapore,SGP,9202,5000
2,26077,2018,Israel,ISR,Singapore,SGP,8530,3000
2,26078,2018,Israel,ISR,Singapore,SGP,3822,524000
2,26079,2018,Israel,ISR,Singapore,SGP,9201,21000
2,26080,2018,Israel,ISR,Singapore,SGP,3824,420000
2,26081,2018,Israel,ISR,Singapore,SGP,8422,100000
2,26082,2018,Israel,ISR,Singapore,SGP,6208,30000
2,26083,2018,Israel,ISR,Singapore,SGP,8508,63000
2,26084,2018,Israel,ISR,Singapore,SGP,8205,52000
2,26085,2018,Israel,ISR,Singapore,SGP,8513,22000
2,26086,2018,Israel,ISR,Singapore,SGP,8512,1311000
2,26087,2018,Israel,ISR,Singapore,SGP,9018,4676000
2,26088,2018,Israel,ISR,Singapore,SGP,3214,155000
2,26089,2018,Israel,ISR,Singapore,SGP,2009,42000
2,26090,2018,Israel,ISR,Singapore,SGP,7318,353000
2,26091,2018,Israel,ISR,Singapore,SGP,2101,52000
2,26092,2018,Israel,ISR,Singapore,SGP,2844,22000
2,26093,2018,Israel,ISR,Singapore,SGP,8543,2113000
2,26094,2018,Israel,ISR,Singapore,SGP,9503,5000
2,26095,2018,Israel,ISR,Singapore,SGP,4901,23000
2,26096,2018,Israel,ISR,Singapore,SGP,8431,31000
2,26097,2018,Israel,ISR,Serbia,SRB,3923,15000
2,26098,2018,Israel,ISR,Serbia,SRB,6209,1000
2,26099,2018,Israel,ISR,Serbia,SRB,6910,5000
2,26100,2018,Israel,ISR,Serbia,SRB,9999,1930000
2,26101,2018,Israel,ISR,Serbia,SRB,9611,1000
2,26102,2018,Israel,ISR,Serbia,SRB,3824,22000
2,26103,2018,Israel,ISR,Serbia,SRB,6115,76000
2,26104,2018,Israel,ISR,Slovakia,SVK,8307,2000
2,26105,2018,Israel,ISR,Slovakia,SVK,2933,25000
2,26106,2018,Israel,ISR,Slovakia,SVK,8407,11000
2,26107,2018,Israel,ISR,Slovakia,SVK,8411,13000
2,26108,2018,Israel,ISR,Slovakia,SVK,9102,155000
2,26109,2018,Israel,ISR,Slovakia,SVK,8511,3000
2,26110,2018,Israel,ISR,Slovakia,SVK,9205,13000
2,26111,2018,Israel,ISR,Slovakia,SVK,5607,6000
2,26112,2018,Israel,ISR,Slovakia,SVK,9022,18000
2,26113,2018,Israel,ISR,Slovakia,SVK,8516,95000
2,26114,2018,Israel,ISR,Slovakia,SVK,9403,3159000
2,26115,2018,Israel,ISR,Slovakia,SVK,8541,19000
2,26116,2018,Israel,ISR,Slovakia,SVK,2853,2000
2,26117,2018,Israel,ISR,Slovakia,SVK,6402,11000
2,26118,2018,Israel,ISR,Slovakia,SVK,6117,2000
2,26119,2018,Israel,ISR,Slovenia,SVN,9025,1000
2,26120,2018,Israel,ISR,Slovenia,SVN,6704,12000
2,26121,2018,Israel,ISR,Slovenia,SVN,8528,53000
2,26122,2018,Israel,ISR,Slovenia,SVN,8708,93000
2,26123,2018,Israel,ISR,Slovenia,SVN,8531,37000
2,26124,2018,Israel,ISR,Slovenia,SVN,2523,36000
2,26125,2018,Israel,ISR,Slovenia,SVN,4802,7000000
2,26126,2018,Israel,ISR,Slovenia,SVN,5407,15000
2,26127,2018,Israel,ISR,Slovenia,SVN,8501,115000
2,26128,2018,Israel,ISR,Slovenia,SVN,8512,130000
2,26129,2018,Israel,ISR,Slovenia,SVN,8534,445000
2,26130,2018,Israel,ISR,Slovenia,SVN,6211,6000
2,26131,2018,Israel,ISR,Slovenia,SVN,6212,513000
2,26132,2018,Israel,ISR,Slovenia,SVN,7321,20000
2,26133,2018,Israel,ISR,Slovenia,SVN,9006,4000
2,26134,2018,Israel,ISR,Slovenia,SVN,8411,40000
2,26135,2018,Israel,ISR,Slovenia,SVN,7318,76000
2,26136,2018,Israel,ISR,Slovenia,SVN,4013,1000
2,26137,2018,Israel,ISR,Slovenia,SVN,9205,1000
2,26138,2018,Israel,ISR,Slovenia,SVN,8511,38000
2,26139,2018,Israel,ISR,Slovenia,SVN,9013,67000
2,26140,2018,Israel,ISR,Slovenia,SVN,9017,16000
2,26141,2018,Israel,ISR,Slovenia,SVN,3304,72000
2,26142,2018,Israel,ISR,Sweden,SWE,6505,89000
2,26143,2018,Israel,ISR,Sweden,SWE,8482,947000
2,26144,2018,Israel,ISR,Sweden,SWE,2303,13000
2,26145,2018,Israel,ISR,Sweden,SWE,6202,5000
2,26146,2018,Israel,ISR,Sweden,SWE,8702,22650000
2,26147,2018,Israel,ISR,Sweden,SWE,3507,28000
2,26148,2018,Israel,ISR,Sweden,SWE,8527,20000
2,26149,2018,Israel,ISR,Sweden,SWE,2508,4000
2,26150,2018,Israel,ISR,Sweden,SWE,6912,1000
2,26151,2018,Israel,ISR,Sweden,SWE,3804,503000
2,26152,2018,Israel,ISR,Sweden,SWE,7228,608000
2,26153,2018,Israel,ISR,Sweden,SWE,6815,7000
2,26154,2018,Israel,ISR,Sweden,SWE,9028,2268000
2,26155,2018,Israel,ISR,Sweden,SWE,4008,310000
2,26156,2018,Israel,ISR,Sweden,SWE,3820,122000
2,26157,2018,Israel,ISR,Sweden,SWE,3924,67000
2,26158,2018,Israel,ISR,Sweden,SWE,9999,651000
2,26159,2018,Israel,ISR,Sweden,SWE,7603,521000
2,26160,2018,Israel,ISR,Sweden,SWE,9401,707000
2,26161,2018,Israel,ISR,Sweden,SWE,1515,26000
2,26162,2018,Israel,ISR,Sweden,SWE,9015,1722000
2,26163,2018,Israel,ISR,Sweden,SWE,7019,4695000
2,26164,2018,Israel,ISR,Sweden,SWE,9504,17000
2,26165,2018,Israel,ISR,Sweden,SWE,9209,1000
2,26166,2018,Israel,ISR,Sweden,SWE,7320,82000
2,26167,2018,Israel,ISR,Sweden,SWE,8516,99000
2,26168,2018,Israel,ISR,Sweden,SWE,4902,7000
2,26169,2018,Israel,ISR,Sweden,SWE,9406,22000
2,26170,2018,Israel,ISR,Thailand,THA,9027,24000
2,26171,2018,Israel,ISR,Thailand,THA,6506,216000
2,26172,2018,Israel,ISR,Thailand,THA,8523,463000
2,26173,2018,Israel,ISR,Thailand,THA,1507,69000
2,26174,2018,Israel,ISR,Thailand,THA,7419,1000
2,26175,2018,Israel,ISR,Thailand,THA,2918,6565000
2,26176,2018,Israel,ISR,Thailand,THA,1108,1408000
2,26177,2018,Israel,ISR,Thailand,THA,8459,137000
2,26178,2018,Israel,ISR,Thailand,THA,4410,3415000
2,26179,2018,Israel,ISR,Thailand,THA,3506,6000
2,26180,2018,Israel,ISR,Thailand,THA,6911,148000
2,26181,2018,Israel,ISR,Thailand,THA,9101,2000
2,26182,2018,Israel,ISR,Thailand,THA,3824,229000
2,26183,2018,Israel,ISR,Thailand,THA,4420,92000
2,26184,2018,Israel,ISR,Thailand,THA,1515,35000
2,26185,2018,Israel,ISR,Thailand,THA,8452,412000
2,26186,2018,Israel,ISR,Thailand,THA,8411,2000
2,26187,2018,Israel,ISR,Thailand,THA,3815,1000
2,26188,2018,Israel,ISR,Thailand,THA,2520,15000
2,26189,2018,Israel,ISR,Thailand,THA,8711,6136000
2,26190,2018,Israel,ISR,Thailand,THA,6212,868000
2,26191,2018,Israel,ISR,Thailand,THA,2004,2000
2,26192,2018,Israel,ISR,Thailand,THA,6114,471000
2,26193,2018,Israel,ISR,Thailand,THA,9032,93000
2,26194,2018,Israel,ISR,Thailand,THA,9620,16000
2,26195,2018,Israel,ISR,Thailand,THA,9102,136000
2,26196,2018,Israel,ISR,Thailand,THA,6810,28000
2,26197,2018,Israel,ISR,Thailand,THA,2005,3539000
2,26198,2018,Israel,ISR,Thailand,THA,8471,54037000
2,26199,2018,Israel,ISR,Thailand,THA,5515,5000
2,26200,2018,Israel,ISR,Thailand,THA,6307,66000
2,26201,2018,Israel,ISR,Thailand,THA,4016,956000
2,26202,2018,Israel,ISR,Thailand,THA,3307,142000
2,26203,2018,Israel,ISR,Thailand,THA,5603,4000
2,26204,2018,Israel,ISR,Thailand,THA,7108,28000
2,26205,2018,Israel,ISR,Thailand,THA,8517,41639000
2,26206,2018,Israel,ISR,Thailand,THA,7320,53000
2,26207,2018,Israel,ISR,Thailand,THA,3912,3000
2,26208,2018,Israel,ISR,Thailand,THA,7321,1000
2,26209,2018,Israel,ISR,Thailand,THA,2909,160000
2,26210,2018,Israel,ISR,Thailand,THA,2915,133000
2,26211,2018,Israel,ISR,Turkey,TUR,8480,2266000
2,26212,2018,Israel,ISR,Turkey,TUR,8702,18292000
2,26213,2018,Israel,ISR,Turkey,TUR,5109,17000
2,26214,2018,Israel,ISR,Turkey,TUR,7217,7521000
2,26215,2018,Israel,ISR,Turkey,TUR,3920,43727000
2,26216,2018,Israel,ISR,Turkey,TUR,2301,2009000
2,26217,2018,Israel,ISR,Turkey,TUR,3808,725000
2,26218,2018,Israel,ISR,Turkey,TUR,9609,5000
2,26219,2018,Israel,ISR,Turkey,TUR,9029,9000
2,26220,2018,Israel,ISR,Turkey,TUR,6208,2230000
2,26221,2018,Israel,ISR,Turkey,TUR,7601,578000
2,26222,2018,Israel,ISR,Turkey,TUR,8448,50000
2,26223,2018,Israel,ISR,Turkey,TUR,8704,21744000
2,26224,2018,Israel,ISR,Turkey,TUR,9620,7000
2,26225,2018,Israel,ISR,Turkey,TUR,7616,713000
2,26226,2018,Israel,ISR,Turkey,TUR,2606,1194000
2,26227,2018,Israel,ISR,Turkey,TUR,8418,65915000
2,26228,2018,Israel,ISR,Turkey,TUR,2803,463000
2,26229,2018,Israel,ISR,Turkey,TUR,5506,49000
2,26230,2018,Israel,ISR,Turkey,TUR,7806,224000
2,26231,2018,Israel,ISR,Turkey,TUR,7304,285000
2,26232,2018,Israel,ISR,Turkey,TUR,7307,941000
2,26233,2018,Israel,ISR,Turkey,TUR,6002,196000
2,26234,2018,Israel,ISR,Turkey,TUR,1803,864000
2,26235,2018,Israel,ISR,Turkey,TUR,2936,631000
2,26236,2018,Israel,ISR,Turkey,TUR,9104,13000
2,26237,2018,Israel,ISR,Turkey,TUR,6310,28000
2,26238,2018,Israel,ISR,Turkey,TUR,8462,3723000
2,26239,2018,Israel,ISR,Turkey,TUR,8450,19598000
2,26240,2018,Israel,ISR,Turkey,TUR,8535,216000
2,26241,2018,Israel,ISR,Turkey,TUR,7603,59000
2,26242,2018,Israel,ISR,Turkey,TUR,6102,225000
2,26243,2018,Israel,ISR,Turkey,TUR,1604,2646000
2,26244,2018,Israel,ISR,Turkey,TUR,406,1592000
2,26245,2018,Israel,ISR,Turkey,TUR,1515,571000
2,26246,2018,Israel,ISR,Turkey,TUR,2105,2805000
2,26247,2018,Israel,ISR,Turkey,TUR,706,88000
2,26248,2018,Israel,ISR,Turkey,TUR,5705,54000
2,26249,2018,Israel,ISR,Turkey,TUR,2810,56000
2,26250,2018,Israel,ISR,Turkey,TUR,7115,3000
2,26251,2018,Israel,ISR,Turkey,TUR,7403,1239000
2,26252,2018,Israel,ISR,Turkey,TUR,2811,2266000
2,26253,2018,Israel,ISR,Turkey,TUR,813,4793000
2,26254,2018,Israel,ISR,Turkey,TUR,713,2074000
2,26255,2018,Israel,ISR,Turkey,TUR,2007,872000
2,26256,2018,Israel,ISR,Turkey,TUR,2836,7290000
2,26257,2018,Israel,ISR,Turkey,TUR,6117,165000
2,26258,2018,Israel,ISR,Turkey,TUR,3306,2000
2,26259,2018,Israel,ISR,Turkey,TUR,2106,6949000
2,26260,2018,Israel,ISR,Turkey,TUR,7104,1000
2,26261,2018,Israel,ISR,Turkey,TUR,2909,323000
2,26262,2018,Israel,ISR,Ukraine,UKR,1206,30000
2,26263,2018,Israel,ISR,Ukraine,UKR,4401,783000
2,26264,2018,Israel,ISR,Ukraine,UKR,3402,1000
2,26265,2018,Israel,ISR,Ukraine,UKR,1213,15000
2,26266,2018,Israel,ISR,Ukraine,UKR,8480,3791000
2,26267,2018,Israel,ISR,Ukraine,UKR,6804,59000
2,26268,2018,Israel,ISR,Ukraine,UKR,9024,5000
2,26269,2018,Israel,ISR,Ukraine,UKR,2921,6000
2,26270,2018,Israel,ISR,Ukraine,UKR,4911,65000
2,26271,2018,Israel,ISR,Ukraine,UKR,9025,6000
2,26272,2018,Israel,ISR,Ukraine,UKR,6205,1000
2,26273,2018,Israel,ISR,Ukraine,UKR,4408,407000
2,26274,2018,Israel,ISR,Ukraine,UKR,4804,5000
2,26275,2018,Israel,ISR,Ukraine,UKR,6103,25000
2,26276,2018,Israel,ISR,Ukraine,UKR,8487,61000
2,26277,2018,Israel,ISR,Ukraine,UKR,6212,1000
2,26278,2018,Israel,ISR,Ukraine,UKR,8509,4000
2,26279,2018,Israel,ISR,Ukraine,UKR,4420,32000
2,26280,2018,Israel,ISR,Ukraine,UKR,9402,10000
2,26281,2018,Israel,ISR,Ukraine,UKR,5406,1000
2,26282,2018,Israel,ISR,Ukraine,UKR,8414,631000
2,26283,2018,Israel,ISR,Ukraine,UKR,305,1309000
2,26284,2018,Israel,ISR,Ukraine,UKR,6211,262000
2,26285,2018,Israel,ISR,Ukraine,UKR,6913,20000
2,26286,2018,Israel,ISR,Ukraine,UKR,4421,482000
2,26287,2018,Israel,ISR,Ukraine,UKR,7020,3000
2,26288,2018,Israel,ISR,Ukraine,UKR,8207,61000
3,0,2019,Israel,ISR,Uganda,UGA,304,9493000
3,1,2019,Israel,ISR,Jordan,JOR,8471,203000
3,2,2019,Israel,ISR,Venezuela,VEN,2905,2000
3,3,2019,Israel,ISR,Bosnia Herzegovina,BIH,8515,5000
3,4,2019,Israel,ISR,Sri Lanka,LKA,6108,263000
3,5,2019,Israel,ISR,Ethiopia,ETH,6108,8000
3,6,2019,Israel,ISR,Kenya,KEN,308,4000
3,7,2019,Israel,ISR,Rep. of Moldova,MDA,6111,5000
3,8,2019,Israel,ISR,Côte d'Ivoire,CIV,1805,344000
3,9,2019,Israel,ISR,Nigeria,NGA,1902,2000
3,10,2019,Israel,ISR,Armenia,ARM,4203,9000
3,11,2019,Israel,ISR,Bosnia Herzegovina,BIH,8301,1000
3,12,2019,Israel,ISR,Zimbabwe,ZWE,6506,3000
3,13,2019,Israel,ISR,Turks and Caicos Isds,TCA,8471,2000
3,14,2019,Israel,ISR,Belarus,BLR,1902,49000
3,15,2019,Israel,ISR,North Macedonia,MKD,1704,77000
3,16,2019,Israel,ISR,Eswatini,SWZ,8518,11000
3,17,2019,Israel,ISR,Kenya,KEN,6704,81000
3,18,2019,Israel,ISR,Costa Rica,CRI,2009,225000
3,19,2019,Israel,ISR,Albania,ALB,6406,2000
3,20,2019,Israel,ISR,Nepal,NPL,6110,12000
3,21,2019,Israel,ISR,Azerbaijan,AZE,2007,41000
3,22,2019,Israel,ISR,Cyprus,CYP,9403,1734000
